Project,Product,Component,Found,Severity,ISSS,ISOIB,DDTS,Title,RNE,Description,PSIRT
CSC.embu,wlc,wlc-forwarding,customer-use,2,0,0,CSCul51785,Controller Crash on WiSM2," Symptoms:  Cisco Wireless Service Module Version 1 devices in certain circumstances may generate a frame that when when passed to the CAVIUM hardware encryption device causes an  exception to occur.  This can result in the device crashing and restarting.  Conditions:  Cisco Wireless Service Modules running an affected version of Cisco Wireless LAN Controller software.  Workaround:  N/A  Further Problem Description: This issue may randomly occur during internal packet processing.  There are no externally known triggers to cause this issue to occur.  PSIRT Evaluation: The Cisco PSIRT has evaluated this issue and does not meet the criteria for PSIRT ownership or involvement. This issue will be addressed via normal resolution channels.  If you believe that there is new information that would cause a change in the severity of this issue, please contact psirt@cisco.com for another evaluation.  Additional information on Cisco's security vulnerability policy can be found at the following URL:  http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html",All information is attached to the CDET with filed named ;Oakcreek-Beta;," PSIRT-owner: psirt           PSIRT is reviewing this issue for possible inclusion in a Cisco Security  Advisory which could include this DDTs.  Please do not change the  Release-note Enclosure, as PSIRT will modify it appropriately when this  issue is made public.          Should customers request information regarding this DDTs or appear to be running into this DDTs within their network, please bring it to the immediate attention of the Cisco PSIRT at psirt@cisco.com."
CSC.voice,ciscocm,cpi-os,customer-use,3,0,0,CSCur26594,SSH Client and Keys Vulnerabilities," Symptoms: Cisco Unified Communications Manager  includes a version of OpenSSH that is affected by the vulnerabilities identified by the following Common Vulnerability and Exposures (CVE) IDs:   CVE-2014-2653, CVE-2014-2532  This bug was opened to address the potential impact on this product.  Conditions: Device with default configuration.  Workaround: Not currently available.  Further Problem Description: Additional details about the vulnerabilities listed above can be found at http://cve.mitre.org/cve/cve.html  PSIRT Evaluation: The Cisco PSIRT has assigned this bug the following CVSS version 2 score. The Base and Temporal CVSS scores as of the time of evaluation are 5.8/5.5: http://tools.cisco.com/security/center/cvssCalculator.x?vector=AV:N/AC:M/Au:N/C:P/I:P/A:N/E:F/RL:U/RC:C&version=2.0  CVE ID CVE-2014-2653, CVE-2014-2532,CVE-2014-0237,CVE-2014-0238,CVE-2014-3479,CVE-2014-3480,CVE-2012-1571,CVE-2014-1943,CVE-2014-2270 has been assigned to document this issue. Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html ","OpenSSH clients did not correctly verify DNS SSHFP records. (CVE-2014-2653)OpenSSH did not properly handle certain AcceptEnv parameter values with wildcard characters. (CVE-2014-2532)This update also fixes the following bugs:* Based on the SP800-131A, the generation of a digital signature using the DSA with thekey size of 1024 bits and RSA with the key size of less than 2048 bits isdisallowed after the year 2013.  (BZ#993580)* Previously, the openssh utility incorrectly set the oom_adj value to -17for all of its children processes. (BZ#1010429)* Previously, if the sshd service failed to verify the checksum of aninstalled FIPS module using the fipscheck library, the information aboutthis failure was only provided at the standard error output of sshd. As aconsequence, the user could not notice this message and be uninformed whena system had not been properly configured for FIPS mode. To fix this bug,this behavior has been changed and sshd now sends such messages via thesyslog service. (BZ#1020803)* When keys provided by the pkcs11 library were removed from the ssh agentusing the ;ssh-add -e; command, the user was prompted to enter a PIN.With this update, a patch has been applied to allow the user to remove thekeys provided by pkcs11 without the PIN. (BZ#1042519)In addition, this update adds the following enhancements:* With this update, ControlPersist has been added to OpenSSH. T(BZ#953088)* When the sshd daemon is configured to force the internal SFTP session,and the user attempts to use a connection other than SFTP, the appropriatemessage is logged to the /var/log/secure file. (BZ#997377)* Support for Elliptic Curve Cryptography modes for key exchange (ECDH) andhost user keys (ECDSA) as specified by RFC5656 has been added to theopenssh packages. (BZ#1028335)"," PSIRT-owner: psirt@cisco.com           This issue has been evaluated by PSIRT and does not meet the criteria for PSIRT ownership or involvement.  This issue will be addressed via normal resolution channels.  If you believe that there is new information that would cause a change in the severity of this defect, please contact psirt@cisco.com for another evaluation.  The public Release-note Enclosure will serve as the customer notification for the issue."
CSC.general,tc-software,platform,customer-use,3,0,0,CSCvf71761,Key Reinstallation attacks against WPA protocol, Symptom: The products  Cisco DX Series IP Phones (DX 70 and DX 80) when running Collaboration Endpoint (CE) software Cisco Spark Room Series  implement a WPA supplicant and as such are affected by the WPA protocol vulnerabilities identified by the following Common Vulnerability and Exposures (CVE) ID:  CVE-2017-13077: reinstallation of the pairwise key in the 4-way handshake CVE-2017-13078: reinstallation of the group key in the 4-way handshake CVE-2017-13079: reinstallation of the integrity group key in the 4-way handshake CVE-2017-13080: reinstallation of the group key in the group key handshake CVE-2017-13081: reinstallation of the integrity group key in the group key handshake CVE-2017-13086: reinstallation of the Tunneled Direct-Link Setup (TDLS) PeerKey (TPK) key in the TDLS handshake CVE-2017-13087: reinstallation of the group key (GTK) when processing a Wireless Network Management (WNM) Sleep Mode Response frame CVE-2017-13088: reinstallation of the integrity group key (IGTK) when processing a Wireless Network Management (WNM) Sleep Mode Response frame  As disclosed in https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20171016-wpa  These products are not affected by the following Common Vulnerability and Exposures (CVE) IDs:  CVE-2017-13082: accepting a retransmitted FT Reassociation Request and reinstalling the pairwise key while processing it  Conditions: Exposure is not configuration dependent.  Workaround: Not available.  Further Problem Description: PSIRT Evaluation: The Cisco PSIRT has assigned this bug the following CVSS version 3 score. The Base CVSS score as of the time of evaluation is 4.3:  https://tools.cisco.com/security/center/cvssCalculator.x?version=3&vector=CVSS:3.0/AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N  Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html  ,"Three new vulnerabilities have been identified on the WPA protocol (WPA1 or WPA2) that allow for key re-installation. Two of those vulnerabilities affect wireless devices acting as supplicant/client, while the remaining one affects wireless devices acting as authenticator/server.These vulnerabilities allow (depending on specific device configuration) for packet replaying, packet decryption, and *may allow* for packet forging/packet injection.As these are *protocol* level vulnerabilities (instead of vulnerabilities on a specific implementation of the protocol), there is a high likelihood that any wireless product implementing WPA1 or WPA2, as either supplicant or authenticator, will be affected.The Cisco PSIRT has a draft paper with details on the vulnerabilities, and tools that can be used to help reproduce the vulnerabilities on clients or servers. Due to the sensitive nature of this information, they're NOT attached to the bug but will be provided on an as-needed basis to developers involved on analyzing and fixing this vulnerability on any affected product.This bug has been opened for the development team to investigate the impact of these vulnerabilities against the following product(s): DX650, DX-70 and DX-80"," PSIRT-owner: psirt@cisco.com           This issue has been evaluated by PSIRT and does not meet the criteria for PSIRT ownership or involvement.  This issue will be addressed via normal resolution channels.  If you believe that there is new information that would cause a change in the severity of this defect, please contact psirt@cisco.com for another evaluation.  The public Release-note Enclosure will serve as the customer notification for the issue."
CSC.datacenter,fabric-apic,security,customer-use,2,0,0,CSCuy63197,ACI N9K Spine and Leaf switches SSL hardening for PCI DSS compliance," $$IGNORE  Symptoms: Cisco Data Center Network Managerincludes a version of the SSL Protocol that is affected  by the vulnerabilities identified by the following Common  Vulnerability and Exposures (CVE) IDs:   CVE-2013-2566, CVE-2015-2808, CVE-2004-2761  This bug was opened to address the potential impact on this product.  Conditions: Device with default configuration.  Workaround: Not currently available.  Further Problem Description: Additional details about the vulnerabilities listed above can be found at  http://cve.mitre.org/cve/cve.html  PSIRT Evaluation: The Cisco PSIRT has assigned this bug the following CVSS version 3 score. The Base CVSS score as of the time of evaluation is 5.9: https://tools.cisco.com/security/center/cvssCalculator.x?version=3.0&vector=CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N/E:X/RL:X/RC:X  CVE ID CVE-2013-2566, CVE-2015-2808, CVE-2004-2761 has been assigned to document this issue.  Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html","ACI N9K Spine and Leaf switches SSL hardening for PCI DSS complianceFirmware:  n9000-11.2(2.214)Multiple SSL vulnerabilities found:1. Weak SSL Version 2 and 3 Protocols in useSolution:  disable SSL 2.0 and 3.0. Use TLS 1.1 (with approved cipher suites) or higher instead2. Weak SSL RC4 Cipher Suites in useSolution: avoid use of RC4 ciphers. Consider using TLS 1.2 with AES-GCM suites 3. SSL Certificate Chain Contains RSA Keys less than 2048 bitsSolution: replace the certificate in the chain with the RSA key less than 2048 bits in length with a longer key, and reissue any certificates signed by the old certificate.https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2013-2566https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-2808http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2004-2761"," PSIRT-owner: psirt@cisco.com           This issue has been evaluated by PSIRT and does not meet the criteria for PSIRT ownership or involvement.  This issue will be addressed via normal resolution channels.  If you believe that there is new information that would cause a change in the severity of this defect, please contact psirt@cisco.com for another evaluation.  The public Release-note Enclosure will serve as the customer notification for the issue."
CSC.datacenter,ucs-blade-server,fi-platform,customer-use,3,0,0,CSCur54705,UCSM / password in clear in Syslogs.," Symptom: A vulnerability in the security daemon of the Cisco Unified Computing System Manager (UCSM) could allow an unauthenticated, remote attacker to view sensitive system information.  The vulnerability is due to insufficient data protection of sensitive information. An attacker could exploit this vulnerability by viewing sensitive information.  Conditions: Device with default configuration.  Workaround: None.  Further Problem Description: None.  PSIRT Evaluation: The Cisco PSIRT has evaluated this issue and does not meet the criteria for PSIRT ownership or involvement. This issue will be addressed via normal resolution channels.  If you believe that there is new information that would cause a change in the severity of this issue, please contact psirt@cisco.com for another evaluation.  Additional information on Cisco's security vulnerability policy can be found at the following URL:  http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html  ","External reporter warned us of the following issue in UCSMCisco Unified Computing System Manager (UCSM) versions 1.3 through 2.2 sends local (UCSM) username and password hashes to the configured SYSLOG server every 12 hours. If the Fabric Interconnects arein a cluster then each member will transmit the data.SYSLOG Example:Oct 28 23:31:37 xxx.Xxx.xxx.242 : 2014 Oct 28 23:49:15 CDT: %USER-6-SYSTEM_MSG: checking user:User1,$1$e<!snip!>E.,-1.000000,16372.000000 - securitydOct 28 23:31:37 xxx.Xxx.xxx.242 : 2014 Oct 28 23:49:15 CDT: %USER-6-SYSTEM_MSG: checking user:admin,$1$J<!snip!>71,-1.000000,16372.000000 - securitydOct 28 23:31:37 xxx.Xxx.xxx.242 : 2014 Oct 28 23:49:15 CDT: %USER-6-SYSTEM_MSG: checking user:samdme,!,-1.000000,16372.000000 - securityd"," PSIRT-owner: psirt@cisco.com           This issue has been evaluated and driven to closure by PSIRT.  PSIRT has provided a public Release-note Enclosure (RNE) for this issue which is visible on Cisco.com.   If a customer is being impacted by this issue, please guide them to the 'Workaround' section of the RNE or recommend a software upgrade to a patched release.   If a patched release is not available  for the customer-specific situation, you will need to escalate the issue  through the DE manager or the business unit that owns the DDTs defect.  There is no need to contact PSIRT for this issue.  Do not provide customers with any information beyond what is currently contained in the RNE."
CSC.embu,ncs,web-server,customer-use,3,0,0,CSCuq12958,PI Tomcat / Apache multiple vulnerabilities," Symptom: Cisco Prime Infrastructure includes a version of Apache Tomcat that is affected by the vulnerabilities identified by the following Common Vulnerability  and Exposures (CVE) IDs:  CVE-2014-0075, CVE-2014-0096, CVE-2014-0099, CVE-2014-0119  This bug was opened to address the potential impact on this product.  Conditions: Device with default configuration.  Workaround: Not currently available.  Further Problem Description: Additional details about the vulnerabilities listed above can be found at http://cve.mitre.org/cve/cve.html  PSIRT Evaluation:  The Cisco PSIRT has assigned this bug the following CVSS version 2 score. The Base and Temporal CVSS scores as of the time of evaluation are  5/5 http://tools.cisco.com/security/center/cvssCalculator.x?vector=AV:N/AC:L/Au:N/C:N/I:N/A:P/E:H/RL:U/RC:C&version=2.0  The Cisco PSIRT has assigned this score based on information obtained from multiple sources. This includes the CVSS score assigned by the third- party vendor when available. The CVSS score assigned may not reflect the actual impact on the Cisco Product.  CVE IDs CVE-2014-0075, CVE-2014-0096, CVE-2014-0099, CVE-2014-011 have been assigned to document this issue.  Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html   ","Customers security scan of his PI 2.0.0.294 system has identified that it is vulnerable to the following :CVE-2014-0075, CVE-2014-0096, CVE-2014-0099, CVE-2014-0119From http://cve.mitre.org/cve/cve.htmlCVE-2014-0075Description : Integer overflow in the parseChunkHeader function in java/org/apache/coyote/http11/filters/ChunkedInputFilter.java in Apache Tomcat before 6.0.40, 7.x before 7.0.53, and 8.x before 8.0.4 allows remote attackers to cause a denial of service (resource consumption) via a malformed chunk size in chunked transfer coding of a request during the streaming of data.CVE-2014-0096Description : java/org/apache/catalina/servlets/DefaultServlet.java in the default servlet in Apache Tomcat before 6.0.40, 7.x before 7.0.53, and 8.x before 8.0.4 does not properly restrict XSLT stylesheets, which allows remote attackers to bypass security-manager restrictions and read arbitrary files via a crafted web application that provides an XML external entity declaration in conjunction with an entity reference, related to an XML External Entity (XXE) issue. CVE-2014-0099Description : Integer overflow in java/org/apache/tomcat/util/buf/Ascii.java in Apache Tomcat before 6.0.40, 7.x before 7.0.53, and 8.x before 8.0.4, when operated behind a reverse proxy, allows remote attackers to conduct HTTP request smuggling attacks via a crafted Content-Length HTTP header. CVE-2014-0119Description : Apache Tomcat before 6.0.40, 7.x before 7.0.54, and 8.x before 8.0.6 does not properly constrain the class loader that accesses the XML parser used with an XSLT stylesheet, which allows remote attackers to (1) read arbitrary files via a crafted web application that provides an XML external entity declaration in conjunction with an entity reference, related to an XML External Entity (XXE) issue, or (2) read files associated with different web applications on a single Tomcat instance via a crafted web application.PI 2.0 & 2.1 use tomcat / apache 7.0.40"," PSIRT-owner: psirt@cisco.com           This issue has been evaluated by PSIRT and does not meet the criteria for PSIRT ownership or involvement.  This issue will be addressed via normal resolution channels.  If you believe that there is new information that would cause a change in the severity of this defect, please contact psirt@cisco.com for another evaluation.  The public Release-note Enclosure will serve as the customer notification for the issue."
CSC.cc.cuis,cuis,ui_server,customer-use,3,0,0,CSCus28834,CUIC allows for cross frame scripting or clickjacking attack," $$IGNORE  Symptom: This is a modification on the product to adopt new secure code best practices to enhance the security posture and resiliency of the product.  Conditions: Device configured with default configuration.  Workaround: Not applicable or available.  Further Problem Description: This issue was found during an internal security audit of the product. This issue should not be made public as it is an internal hardening issue to be considered for integration.  Got a feedback from DE team they plan to  release an ES for XSS & Clck Jacking on 11.6 by mid Jan 2018 (tentatively) and plans for to fix it for earlier versions. ---------------------------------------------------------------------------------------------------------------------------------------- From: Vikram Gururaj (vigurura)  Sent: Thursday, November 16, 2017 12:01 PM To: Mohamed Mohasseb (mmohasse) mmohasse@cisco.com; Venkataramanan R (venr) venr@cisco.com Cc: email-in@cisco.com; Vibhor Goel (vibhgoel) vibhgoel@cisco.com; Rajagopal Krishnan (rajagkri) rajagkri@cisco.com Subject: Re: SR 683299367 :: CSCus28834: CUIC allows for cross frame scripting or clickjacking attack   Hi Mohamed,   We plan to release an ES for XSS & Clck Jacking on 11.6 by mid Jan 2018 (tentatively). We will firm up the dates as once we come back from shutdown in Jan 2018.   Currently, there is no plan to address this in 11.5.   Thanks Vikram G -----------------------------------------------------------------------------------------------------------------------------------  ","In this case, Application is loading an application using an HTML frame but doesn't set proper security controls at server side to prevent that page from being loaded in a third party website. Vulnerable URL:https://cuic-ip-addr:8444/cuic"," PSIRT-owner: psirt@cisco.com   This issue has been evaluated and driven to closure by PSIRT.   If a customer is being impacted by this issue, please supply them with the 'Workaround' section of the RNE or recommend a software upgrade to a patched release.   If a patched release is not available  for the customer-specific situation, you will need to escalate the issue  through the DE manager or the business unit that owns the DDTs defect.  There is no need to contact PSIRT for this issue."
CSC.sys,all,nat-fpg,customer-use,3,0,0,CSCtf21926,Small buffer leak on 12.4(24)T2 / c3600_dma_pak_coalesce," Symptom:  On a 2821 router running 12.4(24)T2 IOS code, input queue is seen increasing at a high rate. When this reaches the value of max size of input queue, connectivity is lost.  No errors / drops seen on the input queue.  Small buffers are also seen increasing  Conditions: NA  Workaround: NA ","A 2821 router experiences buffer leak with caller pc pointing to c3600_dma_pak_coalesce.The interface fa0/0/0 on the router shows input queue size increasing drastically. Tried increasing the max size of input queue using command 'hold queue 1024'.The size increases constantly and when it reaches the size of 1024, connectivity is lost. Ping also then fails.Example - Input queue: 1119/4096/0/0 (size/max/drops/flushes); Total output drops: 0No input errors are seen.At the same time the small buffers increase - Small buffers, 104 bytes (total 1186, permanent 50, peak 1186 @ 00:00:02):     56 in free list (20 min, 150 max allowed)     45977081 hits, 1014 misses, 107 trims, 1243 created     171 failures (0 no memory)This issue was not seen in 12.4(15)T9 IOS version. Attaching the show tech and show buffers assigned dump."," PSIRT-owner: juagonza           This issue is being considered for possible inclusion in a Security Advisory even though the Release-note Enclosure is already visible to customers.  Please do not further change the Release-note Enclosure;  PSIRT will modify it appropriately at a later date.          Do not provide customers with any information beyond what is currently contained in the Release-note Enclosure.          Should customers appear to be running into this DDTs within their network,  please bring it to the immediate attention of the Cisco PSIRT  at psirt@cisco.com."
CSC.voice,e911-chicago,admin,customer-use,4,0,0,CSCve08643,Authentication Bypass Using HTTP Verb Tampering," Symptoms: This is a modification on the product to adopt new secure code best practices to enhance  the security posture and resiliency of the Cisco Emergency Responder (CER).  An HTTP method request to the CER landing page could be modified and the CER landing page  would not validate the HTTP method. There is no information disclosure or authentication bypass allowed and the correct error method is returned.  Conditions: Device configured with default configuration.  Workaround: Not applicable or available.   Further Problem Description: None.  PSIRT Evaluation: The Cisco PSIRT has evaluated this issue and does not meet the criteria for PSIRT ownership or involvement. This issue will be addressed via normal resolution  channels.  If you believe that there is new information that would cause a change in the severity of this issue, please contact psirt@cisco.com for another evaluation.  Additional information on Cisco's security vulnerability policy can be found at the following URL:  http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html","Authentication Bypass Using HTTP Verb TamperingRisk(s): It might be possible to escalate user privileges and gain administrative permissions over the web applicationIt is possible togather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive filelocationsReasoning:The test result seems to indicate a vulnerability because the Test Response is identical to theOriginal Response, indicating that the verb tampering was able to bypass the site authenticationFix: Configure your server to allow only required HTTP methods"," PSIRT-owner: psirt@cisco.com           This issue has been evaluated and driven to closure by PSIRT.  PSIRT has provided a public Release-note Enclosure (RNE) for this issue which is visible on Cisco.com.   If a customer is being impacted by this issue, please guide them to the 'Workaround' section of the RNE or recommend a software upgrade to a patched release.   If a patched release is not available  for the customer-specific situation, you will need to escalate the issue  through the DE manager or the business unit that owns the DDTs defect.  There is no need to contact PSIRT for this issue.  Do not provide customers with any information beyond what is currently contained in the RNE."
CSC.embu,click-ap,ap-dot11-mvl,customer-use,3,0,0,CSCvg23303,2800/3800 APs do not block MAC spoofing," Symptom: 2802i AP allows clients with same MAC address to associate and pass ICMP and other traffic, intermittently causing spoofer to lose a few packets but having same access as original client.  Conditions: 2800/3800 series APs in local mode WLAN centrally switched  Workaround: Enable PMF on WLAN.  Further Problem Description: 1800 series APs are not affected.  PSIRT Evaluation: The Cisco PSIRT has evaluated this issue and does not meet the criteria for PSIRT ownership or involvement. This issue will be addressed via normal resolution  channels.  If you believe that there is new information that would cause a change in the severity of this issue, please contact psirt@cisco.com for another evaluation.  Additional information on Cisco's security vulnerability policy can be found at the following URL:  http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html  ","2802i AP allows clients with same MAC address to associate and pass ICMP and other traffic, intermittently causing spoofer to lose a few packets but having same access as original client. This does not happen on IOS AP and none of these scenarios log ARP-spoofing related entries."," PSIRT-owner: psirt@cisco.com           This issue has been evaluated and driven to closure by PSIRT.  PSIRT has provided a public Release-note Enclosure (RNE) for this issue which is visible on Cisco.com.   If a customer is being impacted by this issue, please guide them to the 'Workaround' section of the RNE or recommend a software upgrade to a patched release.   If a patched release is not available  for the customer-specific situation, you will need to escalate the issue  through the DE manager or the business unit that owns the DDTs defect.  There is no need to contact PSIRT for this issue.  Do not provide customers with any information beyond what is currently contained in the RNE. "
CSC.sys,all,dns,customer-use,2,0,0,CSCuu25543,3850: mDNS crash due to Segmentation fault, Symptom: 3850 crashes due to Segmentation fault at mDNS  Conditions: NA  Workaround: NA  Further Problem Description:  ,"3850 crashes due to Segmentation fault at mDNS. This is seen after adding mDNS related config on SVIs. Commands after which crash was seen:ip multicast-routing!service-list mdns-sd gui-deny-all deny 20!service-list mdns-sd gui-permit-all permit 10!service-routing mdns-sdservice-policy gui-permit-all INservice-policy gui-deny-all OUT!interface Vlan161description mDNS SVIip address 10.161.0.13 255.255.0.0!interface Vlan162description mDNS SVIip address 10.162.0.13 255.255.0.0service-routing mdns-sd  service-policy gui-permit-all IN  service-policy gui-permit-all OUT!interface Vlan163description mDNS SVIip address 10.163.0.13 255.255.0.0!interface Vlan164description mDNS SVIip address 10.164.0.13 255.255.0.0!        interface Vlan165description mDNS SVIip address 10.165.0.13 255.255.0.0service-routing mdns-sd  service-policy gui-permit-all IN  service-policy gui-permit-all OUT!interface Vlan166description mDNS SVIip address 10.166.0.13 255.255.0.0!interface Vlan167description mDNS SVIip address 10.167.0.13 255.255.0.0!interface Vlan168description mDNS SVIip address 10.168.0.13 255.255.0.0!interface Vlan170description mDNS SVIip address 10.170.0.13 255.255.0.0 Crash exception: Exception to IOS:Frame pointer 5254C0E0, PC = 55C10C44IOS Thread backtrace:IOSD-EXT-SIGNAL: Segmentation fault(11), Process = mDNS-Traceback= 1#08896325a85b454d1f56732afd07228a   :55249000+9C7C44 :55249000+9C7F04 :55249000+9C88A0 :55249000+9B87CC :55249000+9B8F78 :55249000+9B9124 :55249000+9B9294 :55249000+9BF278 :55249000+344131CFastpath Thread backtrace:-Traceback= 1#08896325a85b454d1f56732afd07228a  c:30012000+E19FC iosd_unix:2FF49000+1A31C pthread:30C69000+5DC8"," PSIRT-owner: psirt@cisco.com           This issue has been evaluated and driven to closure by PSIRT.  PSIRT has provided a public Release-note Enclosure (RNE) for this issue which is visible on Cisco.com.   If a customer is being impacted by this issue, please guide them to the 'Workaround' section of the RNE or recommend a software upgrade to a patched release.   If a patched release is not available  for the customer-specific situation, you will need to escalate the issue  through the DE manager or the business unit that owns the DDTs defect.  There is no need to contact PSIRT for this issue.  Do not provide customers with any information beyond what is currently contained in the RNE."
CSC.sys,all,nat-fpg,customer-use,3,0,0,CSCsw64971,NAT-Entry deletion fails in SNAT backup router for H.323 RAS traffic., Symptom:   NAT-Entry deletion fails in SNAT backup router for H.323 RAS traffic.  We can also see crashes on the Standby router if the Active interface is brought up.  Conditions:   This can occur when using SNAT with HSRP and has been seen on numerous images.   Workaround:   None  Additional Information: SNAT EOL http://www.cisco.com/en/US/prod/collateral/iosswrel/ps6537/ps6586/ps6640/end_of_life_notice_c51-611706.html,NAT-Entry deletion fails in SNAT backup router for H.323 RAS traffic.," PSIRT-owner: psirt@cisco.com           This issue has been evaluated and driven to closure by PSIRT.  PSIRT has provided a public Release-note Enclosure (RNE) for this issue which is visible on Cisco.com.   If a customer is being impacted by this issue, please guide them to the 'Workaround' section of the RNE or recommend a software upgrade to a patched release.   If a patched release is not available  for the customer-specific situation, you will need to escalate the issue  through the DE manager or the business unit that owns the DDTs defect.  There is no need to contact PSIRT for this issue.  Do not provide customers with any information beyond what is currently contained in the RNE."
CSC.content-security,wsa,miscellaneous,customer-use,3,0,0,CSCuj57510,WSA supports 56 bit ciphers with STRICTSSL enabled," Symptom: This bug is open to harden the SSL configuration to only allow 128bit or higher when StricSSL is enabled.  Conditions: none  Workaround: none  PSIRT Evaluation: The Cisco PSIRT has evaluated this issue and does not meet the criteria for PSIRT ownership or involvement. This issue will be addressed via normal resolution channels.  If you believe that there is new information that would cause a change in the severity of this issue, please contact psirt@cisco.com for another evaluation.  Additional information on Cisco's security vulnerability policy can be found at the following URL:  http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html  Further Problem Description:  ","According to the user guide, STRICTSSL setting allows administrators to login to the web interface on port 8443 using stronger SSL ciphers greater than 56 bit encryption. However, it appears that you can negotiate a 56 bit ciphers with STRICTSSL enabled.We have bug CSCzv96975 on file for STRICTSSL supporting 64 bit ciphers and customers wanting 128 bit or stronger ciphers. I am filing this bug because WSA still supports 56 bit ciphers even with STRICTSSL enabled."," PSIRT-owner: psirt@cisco.com           This issue has been evaluated by PSIRT and does not meet the criteria for PSIRT ownership or involvement.  This issue will be addressed via normal resolution channels.  If you believe that there is new information that would cause a change in the severity of this defect, please contact psirt@cisco.com for another evaluation.  The public Release-note Enclosure will serve as the customer notification for the issue."
CSC.sys,all,snmp,customer-use,3,0,0,CSCvf33000,"Add CLI command to block SNMP report for ""unknownSnmpEngineID"" when SNMP ACL is configured."," Symptom: Device configured for SNMPv3 will send report for  ;unknownSnmpEngineID ; to any  host that sends get-request with improper Engine ID specified. Configuring an ACL for SNMP  group, user, or community string will not prevent report from being sent.  Conditions: Device configured for SNMPv3 will send report for ''unknownSnmpEngineID'' to any host that sends get-request with improper Engine ID specified.   SNMP report will reveal following information about device: - Vendor name - SNMP engine uptime (which sometimes correlates to device uptime). - System MAC address  Workaround: Port ACL to block illegitimate SNMP traffic.  Further Problem Description:  ","Device configured for SNMPv3 will send report for ;unknownSnmpEngineID; to any host that sends get-request with improper Engine ID specified. Configuring an ACL for SNMP group, user, or community string will not prevent report from being sent.SNMP report will reveal following information about device:- Vendor name- SNMP engine uptime (which sometimes correlates to device uptime).- System MAC addressThis is considered a security risk by customer because it exposes vendor and uptime to any host, regardless of SNMP security configuration. The only way to stop this behavior is to block illegitimate SNMP traffic globally or at control-plane."," PSIRT-owner: psirt@cisco.com           This issue has been evaluated by PSIRT and does not meet the criteria for PSIRT ownership or involvement.  This issue will be addressed via normal resolution channels.  If you believe that there is new information that would cause a change in the severity of this defect, please contact psirt@cisco.com for another evaluation.  The public Release-note Enclosure will serve as the customer notification for the issue."
CSC.general,vcs,web-interface,customer-use,3,0,0,CSCuv12552,Limit access to UC lookup pages on Expressway," Symptom: A vulnerability in web framework of the Cisco TelePresence Video Communication Server (VCS) Expressway could allow an authenticated, remote attacker to execute commands on the underlying operating system.  The vulnerability is due to improper authorization of read-only users. An attacker could exploit this vulnerability by submitting crafted http requests to the affected device. An exploit could allow the attacker to modify existing entries or add new entries in the Unified Communications lookup page.  Conditions: Device with default configuration.  Workaround: None.  Further Problem Description: PSIRT Evaluation: The Cisco PSIRT has assigned this bug the following CVSS version 2 score. The Base and Temporal CVSS scores as of the time of evaluation are 4/3.8: http://tools.cisco.com/security/center/cvssCalculator.x?vector=AV:N/AC:L/Au:/C:N/I:P/A:N/E:F/RL:U/RC:C&version=2.0  CVE ID  has been assigned to document this issue. Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html  ",See Bugzilla-comment.0.5594616b13583," PSIRT-owner: psirt@cisco.com           This issue has been evaluated by PSIRT and does not meet the criteria for PSIRT ownership or involvement.  This issue will be addressed via normal resolution channels.  If you believe that there is new information that would cause a change in the severity of this defect, please contact psirt@cisco.com for another evaluation.  The public Release-note Enclosure will serve as the customer notification for the issue."
