Project,Product,Component,Found,Severity,ISSS,ISOIB,DDTS,Title,RNE,Description,PSIRT
CSC.sys,all,voice-callcontrol,customer-use,2,0,0,CSCve66540,Crash in Voice Dialpeer Number Expansion MIB code," Symptom: The Simple Network Management Protocol (SNMP) subsystem of Cisco IOS and IOS XE Software contains multiple vulnerabilities that could allow an authenticated, remote attacker to remotely execute code on an affected system or cause an affected system to reload. An attacker could exploit these vulnerabilities by sending a crafted SNMP packet to an affected system via IPv4 or IPv6. Only traffic directed to an affected system can be used to exploit these vulnerabilities.  The vulnerabilities are due to a buffer overflow condition in the SNMP subsystem of the affected software. The vulnerabilities affect all versions of SNMP Versions 1, 2c, and 3. To exploit these vulnerabilities via SNMP Version 2c or earlier, the attacker must know the SNMP read-only community string for the affected system. To exploit these vulnerabilities via SNMP Version 3, the attacker must have user credentials for the affected system. A successful exploit could allow the attacker to execute arbitrary code and obtain full control of the affected system or cause the affected system to reload.  Cisco will release software updates that address these vulnerabilities. There are workarounds that address these vulnerabilities.  The advisory is available at the following link: https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170629-snmp  Conditions: Devices running an affected version of Cisco IOS Software or Cisco IOS XE Software.  Workaround: Administrators are advised to allow only trusted users to have SNMP access on an affected system. Administrators are also advised to monitor affected systems by using the show snmp host command in the CLI.  In addition, administrators can mitigate these vulnerabilities by disabling the following MIBs on a device:      ADSL-LINE-MIB     ALPS-MIB     CISCO-ADSL-DMT-LINE-MIB     CISCO-BSTUN-MIB     CISCO-MAC-AUTH-BYPASS-MIB     CISCO-SLB-EXT-MIB     CISCO-VOICE-DNIS-MIB     CISCO-VOICE-NUMBER-EXPANSION-MIB     TN3270E-RT-MIB  To create or update a view entry and disable the affected MIBs, administrators can use the snmp-server view global configuration command, as shown in the following example:      snmp-server view NO_BAD_SNMP iso included     snmp-server view NO_BAD_SNMP internet included     snmp-server view NO_BAD_SNMP snmpUsmMIB excluded     snmp-server view NO_BAD_SNMP snmpVacmMIB excluded     snmp-server view NO_BAD_SNMP snmpCommunityMIB excluded     snmp-server view NO_BAD_SNMP ciscoMgmt.252 excluded     snmp-server view NO_BAD_SNMP transmission.94 excluded     snmp-server view NO_BAD_SNMP mib-2.34.9 excluded     snmp-server view NO_BAD_SNMP ciscoMgmt.35 excluded     snmp-server view NO_BAD_SNMP ciscoMgmt.95 excluded     snmp-server view NO_BAD_SNMP ciscoMgmt.130 excluded     snmp-server view NO_BAD_SNMP ciscoMgmt.219 excluded     snmp-server view NO_BAD_SNMP ciscoMgmt.254 excluded     snmp-server view NO_BAD_SNMP ciscoMabMIB excluded     snmp-server view NO_BAD_SNMP ciscoExperiment.997 excluded  To then apply this configuration to a community string, administrators can use the following command:       snmp-server community mycomm view NO_BAD_SNMP RO  For SNMP Version 3, administrators can use the following command:       snmp-server group v3group auth read NO_BAD_SNMP write NO_BAD_SNMP  Further Problem Description: Customer are advised to utilize the Cisco IOS Software Checker or Contact Cisco TAC to determine if fixed software has been released for an affected platform.  Cisco IOS Software Checker: http://tools.cisco.com/security/center/selectIOSVersion.x   PSIRT Evaluation: The Cisco PSIRT has assigned this bug the following CVSS version 3 score. The Base CVSS score as of the time of evaluation is 8.8: https://tools.cisco.com/security/center/cvssCalculator.x?version=3.0&vector=CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:X/RL:X/RC:X  CVE ID CVE-2017-6739 has been assigned to document this issue.  Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html  ","It is possible to reliably crash a router by sending it a single packet. This sender only needs to know the snmp community read string. The crash can be triggered by issuing the following command on any system that supports the snmpget program:snmpget -v2c -c <read-pwd> <address> `python -c ;print '1.3.6.1.4.1.9.10.997.1.1.1.1.2%s'%('.1'*114);`The crash is caused by a overflowing a stack variable, potentially allowing an attacker to gain control of the cpu program counter. I have recreated the crash as far back as 15.0(1)M. This crash does not require any voice configuration, the feature need only be present in the image. A datak9 license does need to be installed on the system.The crash occurs because the function k_cvNumExpnEntry_get() in sr_voicenumberexpmib.c creates a 65 byte buffer on the stack, and then blindly copies however many bytes are specified in the incoming request. I count 34 instances of this bad logic in the ss.comp1/uc_infra/src/voip directory. All of these callers to strncpy must validate that the length specified in the OID is less than the length of the destination buffer before doing the copy.This is related to CSCve60402, which was filed earlier against one of the other 34 instances of this bad logic."," PSIRT-owner: psirt@cisco.com           This issue has been evaluated and driven to closure by PSIRT.  PSIRT has provided a public Release-note Enclosure (RNE) for this issue which is visible on Cisco.com.   If a customer is being impacted by this issue, please guide them to the 'Workaround' section of the RNE or recommend a software upgrade to a patched release.   If a patched release is not available  for the customer-specific situation, you will need to escalate the issue  through the DE manager or the business unit that owns the DDTs defect.  There is no need to contact PSIRT for this issue.  Do not provide customers with any information beyond what is currently contained in the RNE."
CSC.ipvideo,spcdn,service-routing,customer-use,1,0,0,CSCus79834,Cisco VDS-IS Denial of Service Vulnerability," Summary A vulnerability in the HTTP processing module of the Cisco Videoscape Distribution Suite for Internet  Streaming (VDS-IS) could allow an unauthenticated, remote attacker to cause a reload of the affected device.  The vulnerability is due to improper input validation. An attacker could exploit this vulnerability by sending a crafted HTTP  packet. An exploit could allow the attacker to cause a reload of the device.  PSIRT Evaluation: The Cisco PSIRT has assigned this bug the following CVSS version 2 score. The Base and Temporal CVSS scores as of the time of evaluation are  7.8/6.4: http://tools.cisco.com/security/center/cvssCalculator.x?vector=AV:N/AC:L/Au:N/C:N/I:N/A:C/E:F/RL:OF/RC:C&version=2.0 CVE ID  has been assigned to document this issue. Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html ","All the crash were caused by the POST requests with a very large content-length value. The Service Router crashed because of the large content-lengthFor the POST requests, the Service Router will alloc the buffer for the request body with size of the content-length. While from customer, the content-length is 1GB, which caused the Service Router failed to alloc the memory and crashed.m_headers = {{      name = ;User-Agent;, '\0' <repeats 19 times>,      value = ;BT Agent v1.21;, '\0' <repeats 85 times>    }, {      name = ;Connection;, '\0' <repeats 19 times>,      value = ;keep-alive;, '\0' <repeats 89 times>    }, {      name = ;Content-type;, '\0' <repeats 17 times>,      value = ;application/x-www-form-urlencoded;, '\0' <repeats 66 times>    }, {      name = ;Content-length;, '\0' <repeats 15 times>,      value = ;1024000000;, '\0' <repeats 89 times>    }, {      name = '\0' <repeats 29 times>,      value = '\0' <repeats 99 times>    } <repeats 16 times>},  m_num_headers = 4,  m_host_header = ;csp999-998.cdd.bt.net;, '\0' <repeats 233 times>"," PSIRT-owner: tfinn           PSIRT is reviewing this issue for possible inclusion in a Cisco Security  Advisory which could include this DDTs.  Please do not change the  Release-note Enclosure, as PSIRT will modify it appropriately when this  issue is made public.          Should customers request information regarding this DDTs or appear to be running into this DDTs within their network, please bring it to the immediate attention of the Cisco PSIRT at psirt@cisco.com."
CSC.content-security,sma,general,customer-use,3,0,0,CSCus67034,Evaluation of CVE-2015-0235 'GHOST' vulnerability on SMA, $$IGNORE-PSIRT  Symptom:  Conditions:  Workaround:  Further Problem Description:  ,MITRE: http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-0235Qualys: https://community.qualys.com/blogs/laws-of-vulnerabilities/2015/01/27/the-ghost-vulnerabilityOpenwall: http://www.openwall.com/lists/oss-security/2015/01/27/9RedHat: https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2015-0235This defect is being opened to get an official evaluation confirming that SMA is not vulnerable.," PSIRT-owner: tfinn           PSIRT is reviewing this issue for possible inclusion in a Cisco Security  Advisory which could include this DDTs.  Please do not change the  Release-note Enclosure, as PSIRT will modify it appropriately when this  issue is made public.          Should customers request information regarding this DDTs or appear to be running into this DDTs within their network, please bring it to the immediate attention of the Cisco PSIRT at psirt@cisco.com."
CSC.sys,asr1k,asr1k-chassismgr,customer-use,2,0,0,CSCvc65866,Cisco IOS XE Software for Cisco ASR 1000 Series Routers Line Card Console Access Vulnerability," Symptom: An issue in motherboard console ports of Cisco ASR1000 line cards and CBR8 line cards could allow an unauthenticated, physical attacker to gain  access to the underlying operating system of the device.  The issue is due to an engineering console port being made available on the motherboard of the affected line cards. An attacker could exploit this  issue by physically connecting to the console port on the line cards. An exploit could allow the attacker to gain full access to the underlying operation  system of the device.  Cisco has released software updates that address this vulnerability.  Workarounds that mitigate this vulnerability are not available.   This advisory is available at the following link: https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170927-cc   This advisory is part of the September 27, 2017, release of the Cisco IOS and IOS XE Software Security Advisory Bundled Publication, which  includes 12 Cisco Security Advisories that describe 13 vulnerabilities. For a complete list of the advisories and links to them, see the '' Cisco Event  Response: September 2017 Semiannual Cisco IOS and IOS XE Software Security Advisory Bundled Publication'' which is available at  http://tools.cisco.com/security/center/viewErp.x?alertId=ERP-63410  Conditions: This vulnerability affects Cisco devices that are running a vulnerable release of a Cisco IOS XE Software. See the published advisory for more  information.  Please see the Cisco IOS XE Software Checker tool for information on non-vulnerable, vulnerable and fixed releases. This tool is available at  http://tools.cisco.com/security/center/selectIOSVersion.x  NOTE: Cisco IOS Software Checker checks for BOTH ASR1K and CBR8 fixes combined.  ASR1K Affected releases: * 3.13S Train. * 3.14S Train. * 3.15S Train. * 3.16S Train. * 3.17S Train. * 3.18S Train. * 3.18SP Train.  No 16.x releases are affected.  First fixed in: * 3.13.6bS * 3.13.7S * 3.16.6S * 3.17.4S * 3.18.3S * 3.18.2aSP * 3.18.3SP  Workaround: See published advisory  Further Problem Description: PSIRT Evaluation: The Cisco PSIRT has assigned this bug the following CVSS version 3 score. The Base CVSS score as of the time of evaluation is 7.6: https://tools.cisco.com/security/center/cvssCalculator.x?version=3.0&vector=CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H/E:X/RL:X/RC:X  CVE ID CVE-2017-12239 has been assigned to document this issue.  Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html  ","The ASR1k linecards (CC/FP) come with console ports at the back of the box. This console port can be connected to observe the bootup of the CC/FP and obtain access to the shell for debugging. Since, it was meant to be used by developers only, a simple **** login credential is implemented. However, once you gain root access to the CC using this credential, access to the RP can be obtained without any further authentication. This seems to defeat the authentication required when wishing to access the RP console.Image Info==========josh6ru20#show versionCisco IOS XE Software, Version BLD_MCP_DEV_LATEST_20151212_044902Cisco IOS Software, ASR1000 Software (X86_64_LINUX_IOSD-ADVENTERPRISEK9-M), Experimental Version 15.6(20151212:071751) [mcp_dev-BLD-BLD_MCP_DEV_LATEST_20151212_044902-ios 138]Copyright (c) 1986-2015 by Cisco Systems, Inc.Sample from SIP10 console output================================Starting process management (pvp/pman): [  OK  ]Checking for postdo_start_process_management ... normal.Checking for postplatconfig ... normal./etc/rc3.d/S80binos: line 4798: /usr/binos/conf/issu_comp_check.sh: No such file or directory/etc/rc3.d/S80binos: line 4798: exec: /usr/binos/conf/issu_comp_check.sh: cannot execute: No such file or directorySIP_1 login:Password: [josh6ru20_SIP_1:~]$ telnet RP0-0Trying 10.0.1.0...Connected to RP0-0.Escape character is '^]'.<NO AUTHENTICATION ASKED>Linux 2.6.32.59 (josh6ru20_RP_0) (0)2016/02/01 23:51:08 : <anon>[josh6ru20_RP_0:~]$ uname -aLinux josh6ru20_RP_0 2.6.32.59 #7 SMP Sat Dec 12 02:17:34 PST 2015 x86_64 x86_64 x86_64 GNU/Linux[josh6ru20_RP_0:~]$"," PSIRT-owner: tfinn           PSIRT is reviewing this issue for possible inclusion in a Cisco Security  Advisory which could include this DDTs.  Please do not change the  Release-note Enclosure, as PSIRT will modify it appropriately when this  issue is made public.          Should customers request information regarding this DDTs or appear to be running into this DDTs within their network, please bring it to the immediate attention of the Cisco PSIRT at psirt@cisco.com."
CSC.embu,primecollab,prov-security,customer-use,2,0,0,CSCvc99597,Cisco Prime Collaboration Provisioning Directory Traversal Arbitrary File Deletion Vulnerability," Symptom: A vulnerability in the web interface of Cisco Prime Collaboration Provisioning Software could allow an authenticated, remote attacker to delete any file from an affected system.  The vulnerability exists because the affected software does not perform proper input validation of HTTP requests and fails to apply role-based access controls (RBACs) to requested HTTP URLs. An attacker could exploit this vulnerability  by sending a crafted HTTP request that uses directory traversal techniques to submit a path to a desired file location on an affected system. A successful exploit could allow the attacker to delete any file from the system.  Conditions: Cisco Prime Collaboration Provisioning software versions prior to 12.1 are vulnerable. The first fixed release is 12.1.  Workaround: None.  Further Problem Description: None.  PSIRT Evaluation:  Credit: Cisco would like to thank rgod, working with Trend Micro Zero Day Initiative (ZDI), for finding and reporting this vulnerability.  The Cisco PSIRT has assigned this bug the following CVSS version 3 score. The Base CVSS score as of the time of evaluation is 6.5: https://tools.cisco.com/security/center/cvssCalculator.x?version=3.0&vector=CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N/E:X/RL:X/RC:X  CVE ID CVE-2017-6635 has been assigned to document this issue.  Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html  ","licensestatus Directory Traversal Arbitrary File Deletion VulnerabilityThis is a directory traversal vulnerability that allows an attacker todelete any file or directory on the system. Additionally, there is anauthentication bypass vulnerability that makes it possible for anattacker to do this without any authentication.See PoC enclosure for details", PSIRT-owner: mcerha  PSIRT has published an advisory for this issue. Please contact psirt@cisco.com if you have any questions.  http://www.cisco.com/warp/public/707/cisco-sa-20070221-phone.shtml  PSIRT-2079453808
CSC.general,ip-vcr,application,customer-use,3,0,0,CSCul55968,Commands Injection Vulnerability in multiple Cisco TelePresence Products," Symptom: A vulnerability in the web framework of multiple Cisco TelePresence products could allow an authenticated, remote attacker to inject arbitrary commands that are executed with the privileges of the root user.  The vulnerability is due to insufficient input validation. An attacker could exploit this vulnerability by authenticating to the device and submitting crafted input to the affected parameter in a web page. Administrative privileges are required in order to access the affected parameter. A successful exploit could allow an attacker to execute system commands with the privileges of the root user.  Cisco has released free software updates that address this vulnerability. Workarounds that mitigate this vulnerability are not available. This advisory is available at the following link: http://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20150513-tp   Conditions: See published Cisco Security Advisory  Workaround: See published Cisco Security Advisory  PSIRT Evaluation: The Cisco PSIRT has assigned this bug the following CVSS version 2 score. The Base and Temporal CVSS sscores as of the time of evaluation are 9.0/7.4: http://tools.cisco.com/security/center/cvssCalculator.x?vector=AV:N/AC:L/Au:S/C:C/I:C/A:C/E:F/RL:OF/RC:C&version=2.0 CVE ID CVE-2015-0713 has been assigned to document this issue. Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html  ",unspecified," PSIRT-owner: psirt@cisco.com           This issue has been evaluated and driven to closure by PSIRT.  PSIRT has provided a public Release-note Enclosure (RNE) for this issue which is visible on Cisco.com.   If a customer is being impacted by this issue, please guide them to the 'Workaround' section of the RNE or recommend a software upgrade to a patched release.   If a patched release is not available  for the customer-specific situation, you will need to escalate the issue  through the DE manager or the business unit that owns the DDTs defect.  There is no need to contact PSIRT for this issue.  Do not provide customers with any information beyond what is currently contained in the RNE. "
CSC.content-security,esa,platform,customer-use,2,0,0,CSCuv44457,Evaluate Impacts of July Oracle Java CPU on ESA," $$IGNORE  Symptoms:  The Cisco  Email Security Appliance (ESA) does not include a version of third-party software that is affected by the vulnerabilities identified by the following Common Vulnerability and Exposures (CVE) IDs:   CVE-2015-4760,CVE-2015-2628  Cisco has analyzed these vulnerabilities and concluded that the product is not impacted   Conditions: Not applicable   Workaround: Not applicable   Further Problem Description: Additional details about the vulnerabilities listed above can be found at http://cve.mitre.org/cve/cve.html  PSIRT Evaluation: The Cisco PSIRT has assigned this bug the following CVSS version 2 score. The Base and Temporal CVSS scores as of the time of evaluation are 0/0: http://tools.cisco.com/security/center/cvssCalculator.x?vector=AV:N/AC:L/Au:N/C:N/I:N/A:N/E:U/RL:U/RC:C&version=2.0 CVE ID CVE-2015-4760,CVE-2015-2628 has been assigned to document this issue. Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html ",A customer has requested that the impacts of the Oracle Java July CPU be evaluated against the ESA.http://www.oracle.com/technetwork/topics/security/cpujul2015-2367936.htmlThey are especially interested in CVE-2015-2590.," PSIRT-owner: psirt@cisco.com           This issue has been evaluated and driven to closure by PSIRT.  PSIRT has provided a public Release-note Enclosure (RNE) for this issue which is visible on Cisco.com.   If a customer is being impacted by this issue, please guide them to the 'Workaround' section of the RNE or recommend a software upgrade to a patched release.   If a patched release is not available  for the customer-specific situation, you will need to escalate the issue  through the DE manager or the business unit that owns the DDTs defect.  There is no need to contact PSIRT for this issue.  Do not provide customers with any information beyond what is currently contained in the RNE. "
CSC.embu,wlc,wlc-webauth,customer-use,2,0,0,CSCuf52361,Cisco Wireless LAN Controller Denial of Service Vulnerability, Symptoms: The Cisco Wireless LAN Controller (WLC) product family is affected by the following vulnerabilities: * Cisco Wireless LAN Controller Denial of Service Vulnerability * Cisco Wireless LAN Controller Unauthorized Access to Associated Access Points Vulnerability * Cisco Wireless LAN Controller IGMP Version 3 Denial of Service Vulnerability * Cisco Wireless LAN Controller MLDv2 Denial of Service Vulnerability * Cisco Wireless LAN Controller Crafted Frame Denial of Service Vulnerability * Cisco Wireless LAN Controller Crafted Frame Denial of Service Vulnerability  Cisco has released free software updates that address these vulnerabilities.   This advisory is available at the following link: http://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20140305-wlc  Conditions: Please see the ''Details'' section of the Cisco Security Advisory for details.  Workaround: Please see the ''Workarounds'' section of the Cisco Security Advisory for details.  Further Problem Description: Cisco has released free software updates that adress this vulnerability.  The advisory is available at the following link: http://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20140305-wlc  PSIRT Evaluation: The Cisco PSIRT has assigned this bug the following CVSS version 2 score. The Base and Temporal CVSS scores as of the time of evaluation are  7.8/6.4: http://tools.cisco.com/security/center/cvssCalculator.x?vector=AV:N/AC:L/Au:N/C:N/I:N/A:C/E:F/RL:OF/RC:C&version=2.0  CVE ID CVE-2014-0701 has been assigned to document this issue.  Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html ,"There are multiple wired clients on a webauth guest LAN. The wired clients creates TCP session and request for http://2.2.2.1/login.html, but doesn't complete the web authentication. Wired clients does this continuously. The memory keeps depleting and finally WLC crashes with out of memory. No crash/coredump because its out of memory. With 7K clients it hardly takes 30 minutes to crash the box.This can be a potential DOS attackI have forced a crash when system was around 86% memory usage, to get the coredump."," PSIRT-owner: psirt@cisco.com           This issue has been evaluated and driven to closure by PSIRT.  PSIRT has provided a public Release-note Enclosure (RNE) for this issue which is visible on Cisco.com.   If a customer is being impacted by this issue, please guide them to the 'Workaround' section of the RNE or recommend a software upgrade to a patched release.   If a patched release is not available  for the customer-specific situation, you will need to escalate the issue  through the DE manager or the business unit that owns the DDTs defect.  There is no need to contact PSIRT for this issue.  Do not provide customers with any information beyond what is currently contained in the RNE."
CSC.voice,desktop,vos-platform,customer-use,3,0,0,CSCut26329,Cisco Finesse Tomcat Vulnerabilities," Symptom: Cisco Finesse includes a version of Tomcat that is affected by the vulnerabilities identified by the following Common Vulnerability and Exposures (CVE) IDs:    CVE-2014-0227,CVE-2014-0119,CVE-2014-0099,CVE-2014-0096,CVE-2014-0075,CVE-2013-4590,CVE-2013-4322,CVE-2013-4286,CVE-2013-2067,CVE-2012-5887,CVE-2012-5886,CVE-2012-5885,CVE-2012-4534,CVE-2012-4431,CVE-2012-3546,CVE-2012-3544,CVE-2012-2733,CVE-2012-0022,CVE-2011-5062,CVE-2011-5063,CVE-2011-5064,CVE-2011-4858,CVE-2011-3190,CVE-2011-2526,CVE-2011-2204,CVE-2011-1184,CVE-2011-0534,CVE-2011-0013,CVE-2010-4312,CVE-2010-4172,CVE-2010-3718    This bug was opened to address the potential impact on this product.  Conditions: Device running with default configuration running an affected version of software.  Workaround: None.  Further Problem Description: Additional details about the vulnerabilities listed above can be found at http://cve.mitre.org/cve/cve.html    PSIRT Evaluation: The Cisco PSIRT has assigned this bug the following CVSS version 2 score. The Base and Temporal CVSS scores as of the time of evaluation are 7.5/6.2:    http://tools.cisco.com/security/center/cvssCalculator.x?vector=AV:N/AC:L/Au:N/C:P/I:P/A:P/E:F/RL:OF/RC:C&version=2.0    CVE ID CVE-2014-0227,CVE-2014-0119,CVE-2014-0099,CVE-2014-0096,CVE-2014-0075,CVE-2013-4590,CVE-2013-4322,CVE-2013-4286,CVE-2013-2067,CVE-2012-5887,CVE-2012-5886,CVE-2012-5885,CVE-2012-4534,CVE-2012-4431,CVE-2012-3546,CVE-2012-3544,CVE-2012-2733,CVE-2012-0022,CVE-2011-5062,CVE-2011-5063,CVE-2011-5064,CVE-2011-4858,CVE-2011-3190,CVE-2011-2526,CVE-2011-2204,CVE-2011-1184,CVE-2011-0534,CVE-2011-0013,CVE-2010-4312,CVE-2010-4172,CVE-2010-3718 has been assigned to document this issue.    Additional information on Cisco&#039;s security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html   ","Current Tomcat version (1.6.0-29) is susceptible to the below vulnerabilities:(1) CVE-2014-0227 Important: Request Smuggling(2) CVE-2014-0119 Low: Information Disclosure(3) CVE-2014-0099 Important: Information disclosure(4) CVE-2014-0096 Important: Information disclosure(5) CVE-2014-0075 Important: Denial of Service(6) CVE-2013-4590 Low: Information disclosure(7) CVE-2013-4322 Important: Denial of service(8) CVE-2013-4286 Important: Information disclosure (9) CVE-2013-2067 Important: Session fixation(10) CVE-2012-5887, CVE-2012-5886, CVE-2012-5885: Moderate: DIGEST auth issues(11) CVE-2012-4534 Important: Denial of service(12) CVE-2012-4431 Important: Bypass of CSRF prevention filter (13) CVE-2012-3546 Important: Bypass of security constraints(14) CVE-2012-3544 Important: Denial of service(15) CVE-2012-2733 Important: Denial of service(16) CVE-2012-0022 Important: Denial of service(17) CVE-2011-5062, CVE-2011-5063, CVE-2011-5064 moderate: HTTP DIGEST authweaknesses(18) CVE-2011-4858(19) CVE-2011-3190 Important: Authentication bypass and information disclosure(20) CVE-2011-2526 Low: Information disclosure(21) CVE-2011-2204 Low: Information disclosure(22) CVE-2011-1184 Moderate: Multiple weaknesses in HTTP DIGEST authentication(23) CVE-2011-0534 Important:CVE-2011-0013 Remote Denial Of Service(24) CVE-2011-0013 Low: Cross-site scripting(25) CVE-2010-4312 Moderate: Does not use HTTPOnly for session cookies by default(26) CVE-2010-4172 Moderate: Cross-site scripting (27) CVE-2010-3718 Low: SecurityManager file permission bypass"," PSIRT-owner: psirt@cisco.com           This issue has been evaluated and driven to closure by PSIRT.  PSIRT has provided a public Release-note Enclosure (RNE) for this issue which is visible on Cisco.com.   If a customer is being impacted by this issue, please guide them to the 'Workaround' section of the RNE or recommend a software upgrade to a patched release.   If a patched release is not available  for the customer-specific situation, you will need to escalate the issue  through the DE manager or the business unit that owns the DDTs defect.  There is no need to contact PSIRT for this issue.  Do not provide customers with any information beyond what is currently contained in the RNE."
CSC.voice,connection,conversations,customer-use,6,0,0,CSCux24578,Cisco Unity Connection Cross-Site Request Forgery Vulnerability," Symptom: A cross-site request forgery (CSRF) vulnerability in Cisco Unity Connection could allow an unauthenticated, remote attacker to execute unwanted actions.  The vulnerability is due to a lack of CSRF protections by an affected device. An attacker could exploit these vulnerabilities by convincing a user to follow a malicious link. A successful exploit could allow the attacker to submit arbitrary requests to the affected device via the web browser with the privileges of the user.  Conditions: A device running an affected version of code.  Workaround: Users should verify that unsolicited links are safe to follow.  Further Problem Description: To exploit this vulnerability, the attacker may provide a link that directs a user to a malicious site and use misleading language or instructions to persuade the user to follow the provided link.  PSIRT Evaluation: The Cisco PSIRT has assigned this bug the following CVSS version 2 score. The Base and Temporal CVSS scores as of the time of evaluation are 4.3/4.1: http://tools.cisco.com/security/center/cvssCalculator.x?vector=AV:N/AC:M/Au:N/C:N/I:P/A:N/E:F/RL:U/RC:C&version=2.0  CVE ID CVE-2015-6408 has been assigned to document this issue.  Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html  ","Cisco Unity Connection was found to be vulnerable to cross-site request forgery (CSRF).  This means that it would be possible to spoof actions that can be performed by a user of the application.Victims must click a malicious link or visit a malicious webpage while logged in to the vulnerable application for a CSRF attack to succeed. This would cause the victim's browser to issue GET or POST requests to the vulnerable site by means of hidden images or embedded JavaScript code. Exploitation of cross-site scripting vulnerabilities also provides an effective means of delivering a CSRF attack.As the application did not sufficiently validate requests (such as by means of random tokens), it was unable to discern between forged requests and genuine actions performed by the real user clicking on elements within the application.Note that CSRF attacks are effective only if the user being attacked is logged in to the relevant application at the time the request is made. They take advantage of the fact that a user's browser will automatically submit the cookies associated with a particular domain in requests to that domain, regardless of where the request originated. Therefore, the use of session cookies is not a defence against CSRF."," PSIRT-owner: srasovic           PSIRT is reviewing this issue for possible inclusion in a Cisco Security  Advisory which could include this DDTs.  Please do not change the  Release-note Enclosure, as PSIRT will modify it appropriately when this  issue is made public.          Should customers request information regarding this DDTs or appear to be running into this DDTs within their network, please bring it to the immediate attention of the Cisco PSIRT at psirt@cisco.com."
CSC.content-security,sma,general,customer-use,3,0,0,CSCus79777,Cisco SMA TCP Flood Denial of Service Vulnerability," Symptom: A vulnerability in the network stack of Cisco AsyncOS for Cisco Email Security Appliance (ESA), Cisco Content Security Management Appliance (SMA) and Cisco Web Security Appliance (WSA) could allow an unauthenticated, remote attacker to exhaust all available memory, preventing the affected device from accepting new TCP connections.  The vulnerability is due to improper handling of TCP packets sent at a high rate. An attacker could exploit this vulnerability by sending crafted TCP packets to the affected system.  Note: A full device reload is needed to recover the system to an operational state.  Cisco has released software updates that address this vulnerability. There are no workarounds that mitigate this vulnerability. This advisory is available at the following link: http://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20151104-aos  Conditions: See Security Advisory  Workaround: See Security Advisory  Further Problem Description: PSIRT Evaluation: The Cisco PSIRT has assigned this bug the following CVSS version 2 score. The Base and Temporal CVSS scores as of the time of evaluation are 7.1/5.9: http://tools.cisco.com/security/center/cvssCalculator.x?vector=AV:N/AC:M/Au:N/C:N/I:N/A:C/E:F/RL:OF/RC:C&version=2.0 CVE ID CVE-2015-6321 has been assigned to document this issue. Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html  ",Ensure that http://review.eng.sgg.cisco.com/r/45620/ is integrated into the SMA platform. This is a common sub-issue for FreeBSD platform as seen in CSCzv95795 .," PSIRT-owner: sdecresc           PSIRT is reviewing this issue for possible inclusion in a Cisco Security  Advisory which could include this DDTs.  Please do not change the  Release-note Enclosure, as PSIRT will modify it appropriately when this  issue is made public.          Should customers request information regarding this DDTs or appear to be running into this DDTs within their network, please bring it to the immediate attention of the Cisco PSIRT at psirt@cisco.com."
